user: 5 feedback_type:-1 emotions: 
(-0.69513745966966567, 16220L),0.09016,0.07642,0.12773
(-0.70195105970882565, 50947L),0.10365,0.0684,0.129
(-0.70578342610135991, 16236L),0.09441,0.07425,0.12818
(-0.70771230086883019, 1271L),0.10735,0.06849,0.13159
(-0.70827316630095782, 4425L),0.09696,0.07461,0.12609
(-0.71203827508105644, 11764L),0.09831,0.06929,0.13457
(-0.71208893004077822, 29327L),0.09827,0.06897,0.13156
(-0.71225558592969429, 28783L),0.10681,0.06278,0.13851
(-0.71275061660596195, 28802L),0.10621,0.06248,0.13889
(-0.71408792395533227, 57293L),0.10178,0.07215,0.12954

user: 5 feedback_type:1 emotions: 
(1.0505989157477542, 32224L),0.14025,0.16877,0.07619
(1.0484608728963059, 22029L),0.14093,0.17331,0.07417
(1.0473007666879028, 60440L),0.14427,0.16266,0.07929
(1.0471602024423832, 25845L),0.14537,0.16959,0.07597
(1.047024688200525, 11453L),0.14098,0.1651,0.08108
(1.0462971522556019, 3303L),0.13416,0.16984,0.07901
(1.045504586785317, 25346L),0.13429,0.17298,0.07698
(1.0443634351013471, 13975L),0.13292,0.16669,0.08123
(1.044353721561349, 15314L),0.15304,0.14851,0.09133
(1.044346199662364, 49002L),0.13498,0.17004,0.07742

user: 5 feedback_type:-1 emotions: 
(2.1254081463212429, 22323L),0.11008,0.07665,0.13835
(2.0685320123179189, 36770L),0.10823,0.07,0.13863
(2.0556492040998644, 36123L),0.10149,0.06434,0.14038
(2.053671632843507, 41342L),0.11549,0.0788,0.13557
(2.0488976560500785, 28832L),0.12227,0.07761,0.13661
(2.0480469850158207, 37031L),0.10778,0.06643,0.143
(2.0303081457472261, 60386L),0.11327,0.07439,0.1364
(2.0278310603807563, 34173L),0.12426,0.07373,0.14393
(2.0264816684400473, 28835L),0.11634,0.07809,0.13484
(2.021383154986006, 41334L),0.11188,0.07901,0.13735

user: 5 feedback_type:-1 emotions: 
(0.94567592836461212, 28407L),0.10528,0.16145,0.07702
(0.89550129342585616, 26401L),0.09841,0.1827,0.07079
(0.8947462479971231, 56271L),0.10295,0.17663,0.07183
(0.8802717715708932, 2184L),0.10412,0.16584,0.07425
(0.87136418913071023, 55129L),0.09089,0.18349,0.07
(0.85467314485913004, 45116L),0.09919,0.17386,0.07285
(0.84012308586591211, 40562L),0.10322,0.18254,0.06947
(0.83937301835712308, 50189L),0.10284,0.17111,0.07383
(0.83197336006993394, 6572L),0.09361,0.18196,0.06829
(0.81579995718538223, 30990L),0.12343,0.15979,0.07877

user: 5 feedback_type:1 emotions: 
(0.92826270488857654, 26401L),0.09841,0.1827,0.07079
(0.92568876748242057, 56271L),0.10295,0.17663,0.07183
(0.91056496920175611, 2184L),0.10412,0.16584,0.07425
(0.90855438832988167, 55129L),0.09089,0.18349,0.07
(0.88794065736670547, 45116L),0.09919,0.17386,0.07285
(0.87247114724400254, 40562L),0.10322,0.18254,0.06947
(0.86872206425296672, 50189L),0.10284,0.17111,0.07383
(0.86753276351352837, 6572L),0.09361,0.18196,0.06829
(0.85352808660661772, 28047L),0.0903,0.18102,0.06968
(0.84815086406091567, 25428L),0.09318,0.18344,0.0682

user: 5 feedback_type:-1 emotions: 
(0.91537791708436789, 5522L),0.13809,0.11067,0.10181
(0.70096267813348789, 60476L),0.13895,0.10405,0.11031
(0.69416798654120559, 37385L),0.12986,0.13041,0.09499
(0.69201311533707588, 4981L),0.12736,0.13269,0.09479
(0.66458853641251114, 17602L),0.13203,0.134,0.09442
(0.65536228479716807, 16098L),0.14365,0.11017,0.10046
(0.65135116717982788, 5390L),0.14003,0.1264,0.09621
(0.65080123130431089, 29254L),0.13312,0.12533,0.09851
(0.63317742094487839, 4292L),0.13076,0.12268,0.09996
(0.61658916917870688, 1122L),0.1232,0.13203,0.08814

