u647803,35062
u272609,23683
u584878,29407
u585876,9292
u647809,21680
u584875,4701
u584875,37
u620235,8471
u620235,19852
u584708,7162
u632379,5526
u639703,3236
u639703,11772
u597211,37250
u597213,14403
u597213,11509
u639707,36832
u639707,2274
u639706,22283
u262994,4003
u581579,7885
u597219,37357
u268373,36302
u268373,8823
u639708,11516
u639708,29014
u627547,21069
u631570,26086
u587163,3777
u631572,9973
u628273,19657
u628273,9503
u635856,28025
u635855,670
u635855,10011
u603243,16553
u635852,18691
u260001,6984
u606110,32109
u637630,18421
u637630,26130
u606112,19844
u602416,14276
u602416,14266
u602416,14256
u548178,35465
u599066,18690
u275156,2075
u275944,20413
u624601,2279
u603541,14533
u648300,9229
u603544,2700
u603545,21084
u645178,10134
u269405,579
u648307,23944
u558124,8478
u607640,15755
u607640,32510
u597936,678
u274175,22349
u648784,14660
u648783,26917
u274172,21068
u256416,12829
u265419,16446
u265419,10046
u625846,5532
u256419,16401
u265412,35154
u265413,21602
u645878,8438
u623910,4896
u623910,26256
u613399,8817
u613228,18511
u623917,36659
u259117,11441
u628954,18472
u592968,19287
u273771,20091
u602092,4442
u273775,11930
u273775,25474
u258128,9988
u258128,4441
u564721,25416
u574774,18485
u574774,20688
u258127,29548
u258124,17783
u574777,4152
u258122,13619
u645262,9973
u574772,11772
u262997,29485
u617580,36832
u607469,8454
u603420,2515
u596697,38336
u617239,27987
u543775,20468
u613264,10118
u607462,36094
u262900,35964
u272824,35268
u640039,36529
u538421,9858
u642279,38189
u538684,35171
u631396,18519
u612721,14429
u631392,34536
u590189,17693
u590636,20701
u590631,20239
u575978,30300
u580119,13619
u262999,10307
u267420,11368
u267420,28400
u267420,37978
u270089,29590
u270085,14530
u270082,5791
u628417,33228
u270080,35816
u257097,15744
u257097,35262
u640169,5793
u612762,11530
u257093,18684
u257092,32134
u257091,8104
u645403,37652
u630154,21845
u581571,24430
u591326,35972
u640166,3124
u634104,18752
u257098,18436
u642183,17702
u589936,30118
u552044,18947
u617058,4818
u582847,15836
u596837,28705
u596671,13843
u617052,33054
u613002,1068
u571544,11772
u579146,2714
u613006,36553
u596676,9226
u632275,14760
u646692,12443
u590459,9962
u636235,8465
u635672,38004
u635671,38009
u635670,1010
u635677,10993
u635676,19938
u590986,16074
u594299,24625
u273197,28058
u598097,34872
u598097,3381
u598096,38178
u273192,27150
u598099,9224
u263710,30241
u263710,35750
u263716,36887
u624332,2075
u624445,37644
u269423,16087
u258471,38034
u257323,6326
u642553,31747
u586222,34365
u586222,22596
u629930,5809
u641736,10848
u272588,38186
u634815,11527
u601945,11363
u633325,10219
u264720,36313
u565976,29197
u558831,36563
u554377,10889
u554377,31925
u276108,34276
u537200,24232
u537750,7565
u276104,5661
u616182,35268
u276101,25410
u276101,7659
u276102,16682
u629874,10113
u649223,35169
u261413,8386
u261410,16336
u628492,7933
u261417,28261
u618646,16386
u606111,36440
u643582,10118
u643582,29590
u261419,24038
u261419,29585
u643584,4218
u637633,13060
u643586,13092
u637632,26121
u599141,32683
u266295,24694
u266295,27950
u575741,2267
u579771,10219
u579771,11498
u266296,7634
u266296,19936
u601359,23942
u601359,18477
u571898,36
u571898,19118
u271596,36315
u271596,2667
u618397,21418
u616984,3290
u612354,14429
u572013,30017
u271593,28114
u646031,27872
u616981,26984
u261726,25410
u616964,10993
u616964,11363
u646038,18520
u643630,19178
u541216,38003
u643634,36341
u636572,34902
u271840,38021
u616920,15219
u559547,2447
u559547,35159
u626387,37285
u263364,8492
u619982,18573
u620444,31416
u549763,4441
u567400,17641
u615958,32357
u615958,31321
u615958,32365
u630841,33039
u630841,22332
u630846,16986
u567409,14415
u633635,15916
u637712,8448
u633637,9277
u256939,16740
u599850,34499
u603942,16818
u596585,4179
u596585,21081
u266908,7143
u626386,36452
u621671,3267
u633639,37634
u633638,32655
u633638,21957
u633638,10973
u580165,26086
u622329,15420
u597181,33857
u592351,9858
u592356,10219
u639495,36219
u271717,9709
u622321,9275
u622632,31127
u622631,14246
u592359,30008
u262780,36016
u622327,11509
u622634,14660
u587728,7008
u587721,20093
u565809,35284
u587722,22346
u591911,22345
u591910,25436
u608364,32645
u266871,23938
u625174,13852
u625174,32863
u266873,14415
u567666,9843
u567666,32711
u619183,38024
u625179,7657
u604752,34536
u604661,32122
u618855,3980
u604665,7008
u608169,33871
u635158,21074
u608164,24029
u613893,10118
u618859,19667
u256782,25376
u608587,35068
u605287,21780
u256788,23934
u259865,15034
u608238,4012
u259860,35049
u259861,10483
u605531,9467
u259863,8467
u260129,6068
u577640,20254
u270647,23808
u615377,11432
u609737,37346
u609737,2941
u609737,16553
u573947,30017
u615372,24027
u604759,13250
u604759,13250
u577649,3228
u577649,10118
u270649,18217
u615379,31112
u619329,24051
u268873,21391
u268873,16725
u641166,9881
u606739,11257
u606739,9863
u606739,5112
u593509,35297
u260683,29150
u590200,5939
u626376,32653
u626376,21904
u626376,21898
u271301,5749
u612563,17503
u612563,33901
u612563,33951
u628009,14223
u626372,9566
u626373,34164
u618588,4179
u618588,34747
u608702,18691
u604487,18279
u642861,20023
u642861,5112
u562638,7664
u275032,24950
u642948,25087
u541587,12997
u628005,33058
u628002,23700
u628003,1259
u561854,21440
u274613,32189
u274613,29590
u274346,35519
u648780,11951
u648570,16557
u605755,9504
u605755,29578
u274615,19639
u256418,12120
u638720,8438
u638721,16454
u568407,21069
u638727,24344
u264860,34468
u270500,36459
u270500,2273
u258832,8457
u628125,33903
u270505,10118
u535870,25115
u535870,6990
u647637,20238
u274645,30349
u647632,36969
u268897,26375
u647631,32674
u560679,9296
u612565,34944
u273371,20465
u581763,35049
u647329,4403
u632148,8420
u273372,32556
u626154,9295
u581764,11718
u586026,22350
u586026,28090
u586026,6595
u632145,35519
u633000,20172
u647323,28780
u647323,35151
u647324,1568
u632414,31322
u631149,21073
u585865,18431
u631498,10223
u628267,24269
u585862,35268
u539480,35150
u589546,18666
u260809,10106
u609733,19132
u631496,36897
u648317,37137
u648317,21010
u610470,26083
u610470,38010
u645671,20482
u402051,8818
u402051,345
u645673,12751
